sample_id,session,damage_level,damage_label,RMS,Std,Kurtosis,Skewness,Peak,Crest_Factor,Shape_Factor,Energy,Natural_Freq,Spec_Centroid,Band_Low,Band_Natural,Band_High,Spec_Entropy,AR1,AR2,AR_Resid_Std,Corr_XZ,Corr_YZ
12300,L0_S2,0,Healthy,34.9629,34.9629,-0.4983,0.1038,89.27,2.5533,1.2107,244481.42,46.5,25.5744,0.163627,0.295378,0.537813,4.1513,-0.06586,0.156648,34.3865,0.0728,-0.0468
12400,L0_S2,0,Healthy,34.3208,34.3208,-0.5315,-0.1239,92.8,2.7039,1.2162,235584.0,13.0,24.8246,0.165191,0.305352,0.503826,4.2004,0.026781,0.10892,34.0547,0.0428,-0.0708
12500,L0_S2,0,Healthy,36.5833,36.5833,-0.4287,0.0099,92.07,2.5167,1.2295,267667.02,40.5,23.7166,0.208582,0.361647,0.399774,4.2061,0.103279,0.076873,36.3074,0.1021,0.0353
12600,L0_S2,0,Healthy,40.1399,40.1399,-0.077,0.1811,119.82,2.9851,1.2502,322241.52,6.5,24.5458,0.180844,0.394872,0.415259,4.1027,0.041118,0.06804,40.067,0.152,-0.02
12700,L0_S2,0,Healthy,37.8492,37.8492,0.2127,0.0747,119.02,3.1446,1.2649,286511.92,46.5,26.2053,0.053392,0.399443,0.54487,4.1899,-0.128859,-0.035015,37.456,0.093,-0.0318
12800,L0_S2,0,Healthy,35.9992,35.9992,0.145,-0.2555,111.97,3.1104,1.2512,259187.82,46.5,25.7624,0.083309,0.350833,0.54624,4.237,-0.080333,0.030371,36.0011,0.0793,-0.0414
12900,L0_S2,0,Healthy,39.0417,39.0417,0.0511,-0.0229,114.57,2.9346,1.254,304851.02,23.0,24.3633,0.164347,0.364766,0.467687,4.1602,0.034327,-0.02089,39.1329,0.1628,-0.0429
13000,L0_S2,0,Healthy,38.9605,38.9605,-0.1435,0.3199,121.63,3.1219,1.2344,303584.62,10.0,24.2061,0.143184,0.371717,0.461148,4.1316,0.048102,0.025926,39.0486,0.2164,0.0117
13100,L0_S2,0,Healthy,35.32,35.32,-0.3594,-0.0287,97.31,2.7551,1.2242,249500.78,47.5,24.1455,0.115767,0.418333,0.437818,4.1701,0.070788,0.125116,35.0692,0.1252,-0.0168
13200,L0_S2,0,Healthy,35.53,35.53,0.1026,-0.3386,98.86,2.7824,1.2545,252476.08,15.0,25.167,0.115243,0.421268,0.462434,4.1663,0.00713,0.085251,35.4651,0.0562,-0.078
13300,L0_S2,0,Healthy,37.9472,37.9472,-0.2849,-0.2368,98.33,2.5912,1.2312,287998.22,46.5,26.4323,0.06891,0.324729,0.596043,4.0755,-0.154355,0.02944,37.1433,0.1686,-0.092
13400,L0_S2,0,Healthy,40.4098,40.4098,-0.245,0.0932,108.1,2.6751,1.2289,326590.0,13.5,25.7479,0.104506,0.352259,0.540396,4.1411,-0.052029,-0.042266,40.4457,0.1444,0.0074
13500,L0_S2,0,Healthy,42.2777,42.2777,0.3776,0.0212,138.23,3.2696,1.2796,357481.42,7.0,24.0313,0.210742,0.347804,0.421407,4.1486,0.118402,0.085747,41.4999,0.1145,-0.0207
13600,L0_S2,0,Healthy,5745.3906,5745.3906,0.9767,-0.0762,17790.365,3.0965,1.6503,6601902680.355,5.0,15.4467,0.889464,0.077285,0.032282,2.0914,1.031399,-0.182694,2785.8164,-0.4451,0.6002
13700,L0_S2,0,Healthy,6632.6931,6632.6931,-0.5569,-0.0343,17898.825,2.6986,1.2043,8798523450.875,5.0,15.6425,0.919729,0.055987,0.024242,1.4385,1.132547,-0.269731,2910.3741,-0.4775,0.6686
13800,L0_S2,0,Healthy,3810.6628,3810.6628,-0.916,-0.0131,8209.4,2.1543,1.1683,2904230200.0,5.0,6.7722,0.993047,0.003961,0.000326,0.947,1.881784,-0.974792,187.8138,-0.9781,0.9949
13900,L0_S2,0,Healthy,2173.9477,2173.9477,-0.8953,0.0031,4648.99,2.1385,1.1709,945209703.98,5.0,10.2454,0.988861,0.008621,0.002247,0.6561,1.868459,-0.963385,149.024,-0.9919,0.9929
14000,L0_S2,0,Healthy,1246.0338,1246.0338,-0.8896,0.0361,2882.78,2.3136,1.1673,310520022.32,5.0,10.8977,0.988226,0.008659,0.00285,0.5809,1.849974,-0.947071,109.9686,-0.9844,0.9891
14100,L0_S2,0,Healthy,730.917,730.917,-0.967,0.0592,1600.99,2.1904,1.1613,106847919.98,5.0,10.7215,0.987111,0.009938,0.00294,0.5416,1.823247,-0.922838,82.1193,-0.9713,0.9847
14200,L0_S2,0,Healthy,440.7326,440.7326,-0.9981,0.0994,925.99,2.101,1.1572,38849051.98,5.0,11.0256,0.986867,0.00959,0.003207,0.4927,1.749731,-0.850719,73.4164,-0.9195,0.9653
14300,L0_S2,0,Healthy,269.5154,269.5154,-0.9303,0.0744,623.91,2.3149,1.1713,14527714.38,5.0,13.756,0.972144,0.016688,0.010195,0.6223,1.472166,-0.580392,76.6763,-0.8213,0.8995
14400,L0_S2,0,Healthy,162.0859,162.0859,-0.8782,0.0839,367.77,2.269,1.1753,5254369.42,5.0,16.7477,0.949725,0.023974,0.026049,0.7849,1.096557,-0.224351,67.0657,-0.6198,0.7797
14500,L0_S2,0,Healthy,102.7334,102.7334,-0.8578,0.0539,229.98,2.2386,1.18,2110831.92,5.0,19.7626,0.886514,0.034346,0.068284,1.1779,0.696282,0.143883,57.8147,-0.3469,0.5928
14600,L0_S2,0,Healthy,68.9847,68.9847,0.001,0.3396,215.26,3.1204,1.2466,951778.48,5.0,20.9145,0.767702,0.083867,0.138498,1.9559,0.482572,0.27592,47.7364,-0.1115,0.2149
14700,L0_S2,0,Healthy,51.1999,51.1999,0.1936,0.3021,180.59,3.5272,1.2601,524286.38,5.0,22.0667,0.593012,0.178372,0.226477,2.7909,0.362738,0.26663,41.5583,-0.1617,0.0397
14800,L0_S2,0,Healthy,43.4338,43.4338,-0.1116,0.1587,121.32,2.7932,1.2471,377299.52,5.0,23.7661,0.415454,0.210308,0.362164,3.611,0.178521,0.268456,40.1926,-0.0066,0.0113
14900,L0_S2,0,Healthy,39.2727,39.2727,0.1831,-0.0334,128.63,3.2753,1.2395,308468.62,5.0,23.07,0.308055,0.310486,0.364634,3.8318,0.224796,0.086796,38.0282,0.0808,0.1822
15000,L0_S2,0,Healthy,43.8192,43.8192,0.7173,0.2826,146.56,3.3446,1.2861,384025.28,5.0,21.0723,0.472594,0.239554,0.287612,3.7769,0.336131,0.176316,39.1058,0.0546,0.1043
15100,L0_S2,0,Healthy,6382.681,6382.681,2.6772,-0.3175,30323.495,4.7509,1.6759,8147723427.995,5.0,22.6367,0.789158,0.02936,0.180771,2.4664,0.234416,0.611983,4051.5625,0.0671,0.0597
15200,L0_S2,0,Healthy,7281.3253,7281.3253,0.5163,-0.2021,30215.515,4.1497,1.2258,10603539575.955,5.0,22.6416,0.840851,0.019627,0.139233,1.8393,0.299809,0.56347,4415.3872,-0.0091,0.1887
15300,L0_S2,0,Healthy,4008.9893,4008.9893,-0.911,-0.0123,8746.22,2.1817,1.1695,3214399006.32,5.0,7.2572,0.992307,0.004469,0.000534,0.9897,1.879251,-0.971994,214.5562,-0.9483,0.995
15400,L0_S2,0,Healthy,2250.2706,2250.2706,-0.8947,-0.0428,4843.72,2.1525,1.1697,1012743560.32,5.0,8.6846,0.991633,0.005487,0.001189,0.6556,1.868685,-0.964139,160.934,-0.9925,0.9942
15500,L0_S2,0,Healthy,1289.3928,1289.3928,-0.9566,0.016,2855.84,2.2149,1.1622,332506754.88,5.0,11.4302,0.986907,0.010153,0.002937,0.5762,1.832425,-0.930322,135.9756,-0.9843,0.9907
15600,L0_S2,0,Healthy,769.0621,769.0621,-0.9814,0.0129,1741.66,2.2647,1.1571,118291296.88,5.0,11.3642,0.987887,0.008414,0.003599,0.5269,1.842981,-0.939486,73.4518,-0.9766,0.9886
15700,L0_S2,0,Healthy,459.637,459.637,-0.9639,0.0327,964.2,2.0977,1.1607,42253232.0,5.0,11.7397,0.984142,0.011635,0.004215,0.5632,1.765611,-0.866894,71.0168,-0.947,0.9671
15800,L0_S2,0,Healthy,272.1802,272.1802,-0.9874,0.0653,588.38,2.1617,1.1523,14816411.12,5.0,13.4504,0.977376,0.012696,0.009738,0.5608,1.543555,-0.651057,70.5892,-0.8668,0.9093
15900,L0_S2,0,Healthy,170.6182,170.6182,-1.0494,0.0038,382.87,2.244,1.1516,5822116.62,5.0,16.1136,0.956127,0.017101,0.02594,0.7926,1.138769,-0.264449,69.4377,-0.696,0.807
16000,L0_S2,0,Healthy,109.4032,109.4032,-0.7742,0.0593,254.48,2.3261,1.1875,2393809.92,5.0,19.0626,0.893517,0.048229,0.057544,1.2128,0.806106,0.023643,58.9256,-0.4669,0.6432
16100,L0_S2,0,Healthy,70.4671,70.4671,-0.5736,0.0061,185.32,2.6299,1.2265,993123.52,5.0,21.02,0.770043,0.106207,0.120874,1.8455,0.595139,0.153573,48.2798,-0.2573,0.519
16200,L0_S2,0,Healthy,53.0385,53.0385,-0.1607,-0.0858,153.6,2.896,1.2687,562616.0,5.0,21.5613,0.588473,0.210343,0.193776,2.7156,0.433414,0.203979,43.4645,-0.0281,0.3895
16300,L0_S2,0,Healthy,41.8682,41.8682,0.0415,0.1269,110.27,2.6337,1.2661,350589.42,5.0,22.5822,0.395304,0.271335,0.320941,3.7189,0.277656,0.128002,39.5372,0.0991,0.0998
16400,L0_S2,0,Healthy,35.5264,35.5264,-0.4727,0.0216,89.56,2.5209,1.2181,252425.28,5.0,24.5136,0.202556,0.293167,0.488922,4.1179,0.069261,-0.032418,35.5703,0.0063,-0.0477
16500,L0_S2,0,Healthy,3756.3665,3756.3665,60.8537,-3.6146,38419.965,10.228,4.9275,2822057902.755,7.0,21.7762,0.283075,0.395035,0.318746,4.2625,0.232807,0.190847,3567.2501,0.5461,0.3942
16600,L0_S2,0,Healthy,6271.4858,6271.4858,6.5141,-0.8227,38225.185,6.0951,1.6523,7866306902.155,5.0,19.9323,0.748642,0.134093,0.116676,2.5847,0.535468,0.238414,4381.9074,0.1198,0.5553
16700,L0_S2,0,Healthy,5759.825,5759.825,-0.8583,0.0006,12758.43,2.2151,1.1761,6635116887.02,5.0,9.4069,0.989201,0.002311,0.004783,1.1117,1.669681,-0.763704,1205.8001,-0.4787,0.8956
16800,L0_S2,0,Healthy,3279.1465,3279.1465,-0.9225,0.0089,7039.4,2.1467,1.1695,2150560408.0,5.0,10.1652,0.983975,0.012516,0.002649,0.9183,1.880482,-0.974711,175.0523,-0.971,0.9952
16900,L0_S2,0,Healthy,1895.0899,1895.0899,-0.8515,0.06,4141.9,2.1856,1.1738,718273126.0,5.0,10.7071,0.986838,0.010283,0.002586,0.6096,1.860215,-0.955961,147.1392,-0.9879,0.9921
17000,L0_S2,0,Healthy,1084.229,1084.229,-0.9289,0.0598,2342.74,2.1607,1.166,235110498.48,5.0,10.5004,0.989217,0.008022,0.002546,0.5812,1.840234,-0.9373,104.8745,-0.9774,0.9857
17100,L0_S2,0,Healthy,639.9138,639.9138,-0.995,0.0168,1341.15,2.0958,1.1637,81897923.5,5.0,10.4446,0.991182,0.005742,0.00276,0.5321,1.800181,-0.897965,83.4767,-0.9601,0.981
17200,L0_S2,0,Healthy,381.4408,381.4408,-0.9613,0.0299,813.58,2.1329,1.1609,29099420.72,5.0,11.6909,0.985666,0.008356,0.005064,0.5524,1.65846,-0.759935,78.9946,-0.8986,0.9539
17300,L0_S2,0,Healthy,232.1862,232.1862,-1.0178,0.0433,527.18,2.2705,1.1573,10782089.52,5.0,13.0436,0.977673,0.009689,0.009726,0.5999,1.483239,-0.589735,66.8205,-0.7508,0.89
17400,L0_S2,0,Healthy,146.3128,146.3128,-0.8995,0.0549,351.5,2.4024,1.1692,4281486.0,5.0,15.4956,0.956073,0.021026,0.022703,0.8258,1.189527,-0.313354,57.6821,-0.5574,0.7924
17500,L0_S2,0,Healthy,94.2911,94.2911,-0.7274,0.1183,210.61,2.2336,1.1925,1778161.58,5.0,19.1483,0.884879,0.050385,0.063512,1.275,0.804542,0.025218,52.5026,-0.4011,0.5976
17600,L0_S2,0,Healthy,64.2169,64.2169,-0.4028,0.2986,169.69,2.6425,1.2233,824760.78,5.0,21.1958,0.722357,0.109886,0.164402,2.3045,0.491226,0.22188,48.0859,-0.2742,0.3948
17700,L0_S2,0,Healthy,46.1742,46.1742,-0.2611,0.2421,127.55,2.7624,1.2257,426411.5,5.0,23.3388,0.535521,0.160958,0.301242,2.9772,0.305911,0.23155,41.1292,-0.1068,0.1276
17800,L0_S2,0,Healthy,38.6978,38.6978,-0.2415,0.1792,120.02,3.1015,1.2404,299503.92,5.0,22.7135,0.420307,0.210119,0.353737,3.6769,0.281965,0.133755,36.2859,-0.1375,0.0713
17900,L0_S2,0,Healthy,35.4664,35.4664,-0.0503,0.1667,91.58,2.5822,1.2646,251572.72,5.0,23.1169,0.313314,0.275893,0.40982,4.0375,0.162043,0.070055,34.5664,-0.102,0.0647
18000,L0_S2,0,Healthy,3474.3037,3474.3037,36.015,-1.061,28028.395,8.0673,4.444,2414157303.795,7.5,20.3663,0.299707,0.448541,0.247115,4.2858,0.558791,-0.131293,3070.9664,-0.0766,0.3023
18100,L0_S2,0,Healthy,6193.289,6193.289,2.4662,-0.2713,27831.015,4.4937,1.6094,7671365812.955,5.0,18.308,0.791935,0.124346,0.08362,2.4446,0.812313,-0.034565,3873.2725,-0.1718,0.7128
18200,L0_S2,0,Healthy,5893.1416,5893.1416,-0.8283,-0.0211,13944.83,2.3663,1.1765,6945823618.22,5.0,9.8418,0.985883,0.005175,0.005653,1.1308,1.584718,-0.682021,1444.1396,-0.3492,0.9602
18300,L0_S2,0,Healthy,3373.7859,3373.7859,-0.9052,0.0388,7425.34,2.2009,1.1705,2276486312.88,5.0,10.6168,0.985104,0.011535,0.002821,0.8588,1.883021,-0.976271,159.0116,-0.9576,0.9953
18400,L0_S2,0,Healthy,1941.5777,1941.5777,-0.8503,0.0765,4269.27,2.1989,1.1743,753944809.42,5.0,10.5381,0.987175,0.00955,0.002502,0.6272,1.869537,-0.964911,127.5534,-0.9922,0.9948
18500,L0_S2,0,Healthy,1107.4925,1107.4925,-0.9308,0.0679,2381.72,2.1506,1.1659,245307944.32,5.0,10.2267,0.98936,0.007911,0.002203,0.5884,1.849652,-0.945788,97.1288,-0.9814,0.9903
18600,L0_S2,0,Healthy,649.5013,649.5013,-0.9906,0.0298,1360.73,2.095,1.1551,84370377.42,5.0,9.204,0.992368,0.005471,0.001404,0.5112,1.827887,-0.925936,70.287,-0.9669,0.983
18700,L0_S2,0,Healthy,392.184,392.184,-1.0598,0.0274,801.32,2.0432,1.1488,30761651.52,5.0,10.7978,0.991037,0.0055,0.002902,0.4802,1.734644,-0.834835,65.5267,-0.9227,0.9553
18800,L0_S2,0,Healthy,239.6752,239.6752,-0.9787,0.0734,516.63,2.1555,1.159,11488844.62,5.0,12.3155,0.98361,0.009452,0.005673,0.5621,1.591549,-0.696422,58.0726,-0.7983,0.8983
18900,L0_S2,0,Healthy,145.9967,145.9967,-0.8831,0.1386,336.25,2.3031,1.1763,4263007.5,5.0,14.472,0.949707,0.030693,0.017499,0.9201,1.279825,-0.403765,54.5863,-0.6279,0.7701
19000,L0_S2,0,Healthy,92.438,92.438,-0.8107,-0.0016,237.37,2.5679,1.1874,1708956.62,5.0,17.0295,0.879523,0.064643,0.054054,1.3215,0.927807,-0.100456,48.8425,-0.4441,0.6173
19100,L0_S2,0,Healthy,64.6693,64.6693,-0.8052,0.0188,146.0,2.2576,1.1994,836424.0,5.0,19.8529,0.763021,0.130049,0.106914,2.0004,0.656929,0.095077,43.7878,-0.2138,0.3909
19200,L0_S2,0,Healthy,50.9438,50.9438,-0.3032,-0.1118,146.1,2.8679,1.2252,519054.0,5.0,22.0939,0.533452,0.239954,0.21768,2.9144,0.421071,0.151817,43.5995,-0.036,0.0413
19300,L0_S2,0,Healthy,41.1991,41.1991,0.4761,-0.1493,147.63,3.5833,1.2528,339472.62,5.0,23.6526,0.320007,0.336235,0.342977,3.6474,0.254518,0.065421,39.7606,-0.1403,-0.1033
19400,L0_S2,0,Healthy,38.5346,38.5346,0.5583,0.1509,120.06,3.1156,1.2726,296983.28,5.0,24.9224,0.209213,0.305518,0.484873,4.1203,0.034956,0.078851,37.788,0.0083,0.0358
19500,L0_S2,0,Healthy,3496.8707,3496.8707,154.7049,-11.3915,46480.93,13.2922,6.5911,2445620887.02,14.0,23.6564,0.117045,0.475224,0.403252,4.4913,0.154531,-0.08583,3469.6622,0.7258,-0.2567
19600,L0_S2,0,Healthy,5778.8428,5778.8428,19.4604,-2.3948,46421.67,8.033,1.7281,6679004710.22,5.0,20.6546,0.686603,0.154771,0.158624,2.9714,0.533899,0.169039,4387.1616,0.0735,0.5326
19700,L0_S2,0,Healthy,5312.9347,5312.9347,-0.8268,0.0897,13151.32,2.4753,1.1692,5645454979.52,5.0,14.6072,0.965317,0.017984,0.016644,1.1201,1.153925,-0.260456,1903.2743,-0.5749,0.8176
19800,L0_S2,0,Healthy,3041.2904,3041.2904,-0.9267,0.0597,6454.1,2.1222,1.164,1849889502.0,5.0,9.1252,0.990587,0.007101,0.001431,0.7825,1.884013,-0.977708,145.7963,-0.9889,0.9962
19900,L0_S2,0,Healthy,1710.6516,1710.6516,-0.9138,0.0532,3669.26,2.1449,1.1644,585265770.48,5.0,7.344,0.995007,0.002715,0.000505,0.5862,1.864544,-0.960499,129.6317,-0.9886,0.9948
20000,L0_S2,0,Healthy,977.3197,977.3197,-0.9857,0.046,2063.47,2.1114,1.1598,191030739.82,5.0,8.5186,0.993905,0.003304,0.001146,0.5679,1.833002,-0.929439,105.8688,-0.9741,0.9881
20100,L0_S2,0,Healthy,574.4184,574.4184,-1.042,0.0453,1214.91,2.115,1.1524,65991294.38,5.0,10.0844,0.990132,0.006447,0.002389,0.5317,1.810107,-0.908311,72.1858,-0.9472,0.9783
20200,L0_S2,0,Healthy,347.7351,347.7351,-1.1093,0.0505,705.2,2.028,1.1467,24183936.0,5.0,12.4003,0.985693,0.008038,0.005875,0.5027,1.63669,-0.73835,79.0407,-0.8716,0.9451
20300,L0_S2,0,Healthy,214.2717,214.2717,-1.0494,0.0676,453.05,2.1144,1.1608,9182471.5,5.0,15.4148,0.96952,0.014123,0.016249,0.652,1.346864,-0.462808,73.8762,-0.7474,0.8396
20400,L0_S2,0,Healthy,134.1668,134.1668,-0.9761,0.1389,273.42,2.0379,1.1688,3600148.72,5.0,16.6592,0.925956,0.040265,0.031697,0.9614,1.101679,-0.242696,59.8167,-0.5684,0.6705
20500,L0_S2,0,Healthy,89.3559,89.3559,-0.6539,0.1076,219.7,2.4587,1.1952,1596894.0,5.0,18.7368,0.840616,0.083672,0.07185,1.5285,0.774289,0.033103,53.7479,-0.4029,0.529
20600,L0_S2,0,Healthy,59.4325,59.4325,-0.1526,0.2721,163.15,2.7451,1.234,706443.5,5.0,20.703,0.722242,0.136827,0.13962,2.1639,0.584777,0.120215,44.2416,-0.2065,0.3076
20700,L0_S2,0,Healthy,45.8053,45.8053,-0.1116,0.3436,136.23,2.9741,1.2394,419625.42,5.0,23.3606,0.526892,0.158055,0.294772,2.9912,0.332279,0.212513,40.4517,-0.1146,0.1061
20800,L0_S2,0,Healthy,40.794,40.794,-0.3088,-0.0182,99.61,2.4418,1.2417,332829.58,5.0,23.8745,0.333332,0.240878,0.416451,3.7615,0.172304,0.165309,39.1359,-0.0757,0.0392
20900,L0_S2,0,Healthy,35.662,35.662,0.2109,0.1248,116.53,3.2676,1.2695,254355.82,5.0,23.2117,0.266144,0.327268,0.405039,4.1927,0.172737,0.012243,35.2108,-0.1189,0.0608
21000,L0_S2,0,Healthy,3606.5644,3606.5644,150.2947,-10.7844,47476.515,13.1639,7.0176,2601461339.955,48.0,28.6973,0.064567,0.201285,0.729818,4.465,-0.379742,-0.058862,3377.8185,-0.7083,-0.9214
21100,L0_S2,0,Healthy,5990.333,5990.333,18.8492,-2.1337,47479.6,7.926,1.7684,7176817774.0,5.0,23.9541,0.608243,0.098701,0.292734,3.2085,0.231634,0.444555,4902.0836,-0.6419,-0.234
21200,L0_S2,0,Healthy,5464.1841,5464.1841,-0.4017,0.2075,17836.925,3.2643,1.1798,5971461491.875,5.0,16.638,0.942967,0.021451,0.035144,1.3005,0.764978,0.119101,2342.3901,-0.6569,0.6653
21300,L0_S2,0,Healthy,3029.2219,3029.2219,-0.9277,0.0316,6445.82,2.1279,1.1638,1835237041.52,5.0,8.183,0.992703,0.004721,0.000876,0.7289,1.867881,-0.962,218.5762,-0.9875,0.9947
21400,L0_S2,0,Healthy,1703.8983,1703.8983,-0.9289,0.0283,3758.78,2.206,1.1632,580653902.32,5.0,8.8315,0.992789,0.004648,0.001392,0.5843,1.829904,-0.927278,186.8312,-0.9808,0.9906
21500,L0_S2,0,Healthy,980.8944,980.8944,-1.0149,0.0396,2113.39,2.1546,1.1589,192430745.58,5.0,8.9186,0.993851,0.003867,0.001365,0.5249,1.84016,-0.936914,100.21,-0.9807,0.9908
21600,L0_S2,0,Healthy,590.3097,590.3097,-1.0194,0.0236,1282.9,2.1733,1.1555,69693102.0,5.0,10.6674,0.989749,0.007223,0.002644,0.52,1.785924,-0.885013,85.3149,-0.9636,0.9789
21700,L0_S2,0,Healthy,356.1365,356.1365,-1.0478,-0.0199,766.43,2.1521,1.1452,25366639.02,5.0,12.6205,0.980086,0.013878,0.005636,0.5458,1.636973,-0.743087,81.1847,-0.9156,0.9395
21800,L0_S2,0,Healthy,219.093,219.093,-1.0977,0.0145,465.13,2.123,1.1453,9600348.62,5.0,15.0188,0.969222,0.016907,0.013616,0.6203,1.367975,-0.477656,72.2658,-0.6432,0.8148
21900,L0_S2,0,Healthy,138.486,138.486,-0.9979,0.0627,282.84,2.0424,1.1573,3835674.88,5.0,17.2526,0.939571,0.030121,0.030066,0.824,1.042803,-0.174468,61.2428,-0.4632,0.6146
22000,L0_S2,0,Healthy,85.6454,85.6454,-0.7585,-0.0303,196.24,2.2913,1.196,1467028.48,5.0,20.1747,0.872827,0.038441,0.086992,1.4027,0.654361,0.173368,50.9569,-0.497,0.484
22100,L0_S2,0,Healthy,56.3945,56.3945,-0.5933,0.1572,145.25,2.5756,1.2152,636067.5,5.0,23.0552,0.690372,0.095362,0.207141,2.2784,0.373584,0.341744,43.2535,-0.3204,0.3152
22200,L0_S2,0,Healthy,46.1425,46.1425,-0.4386,-0.0231,116.48,2.5244,1.2471,425825.92,5.0,22.5764,0.5143,0.210748,0.274819,3.3321,0.344379,0.193131,40.4865,-0.126,0.2269
22300,L0_S2,0,Healthy,39.3499,39.3499,-0.2689,0.0892,116.85,2.9695,1.2646,309683.5,5.0,22.6811,0.333512,0.263049,0.402899,3.9043,0.243764,0.015789,38.2499,-0.0193,0.073
22400,L0_S2,0,Healthy,38.5836,38.5836,-0.3652,0.1794,100.83,2.6133,1.2489,297738.22,33.0,23.8412,0.172492,0.320222,0.496491,4.0396,0.126391,-0.07669,38.0409,0.0175,0.0766
22500,L0_S2,0,Healthy,40.7163,40.7163,-0.0066,-0.06,116.14,2.8524,1.2566,331564.08,8.5,22.5842,0.127257,0.460572,0.360691,3.952,0.254147,-0.078284,39.5797,-0.0655,0.0598
22600,L0_S2,0,Healthy,6342.389,6342.389,3.0864,-0.3995,30215.645,4.7641,1.736,8045179525.795,5.0,24.9388,0.673084,0.029778,0.295418,2.7793,0.121412,0.707813,4158.0296,-0.4975,-0.2695
22700,L0_S2,0,Healthy,7178.5724,7178.5724,0.854,-0.2567,30134.585,4.1979,1.2458,10306380214.555,5.0,25.1249,0.744671,0.025178,0.229934,2.0656,0.169527,0.676391,4551.6416,-0.5358,-0.1543
22800,L0_S2,0,Healthy,3864.3679,3864.3679,-0.9312,-0.0247,8365.1,2.1647,1.1657,2986667862.0,5.0,8.502,0.991653,0.005653,0.001097,0.7858,1.869647,-0.96526,271.366,-0.9712,0.9949
22900,L0_S2,0,Healthy,2196.7617,2196.7617,-0.8942,-0.0028,4769.51,2.1712,1.1688,965152387.98,5.0,10.206,0.98754,0.009479,0.002381,0.7437,1.873424,-0.967891,136.7582,-0.9917,0.9939
23000,L0_S2,0,Healthy,1274.4496,1274.4496,-0.9575,0.056,2822.59,2.2148,1.1623,324844342.38,5.0,10.9683,0.98725,0.010061,0.00266,0.5568,1.859038,-0.955526,100.6982,-0.9868,0.991
23100,L0_S2,0,Healthy,764.691,764.691,-0.9833,0.0406,1608.12,2.103,1.1619,116950461.12,5.0,10.4572,0.989719,0.008002,0.002197,0.5002,1.841796,-0.939462,74.05,-0.9684,0.986
23200,L0_S2,0,Healthy,463.1123,463.1123,-1.0074,0.0297,995.71,2.15,1.1581,42894595.18,5.0,10.8672,0.988879,0.007286,0.003132,0.4937,1.753222,-0.8531,75.1535,-0.9213,0.964
23300,L0_S2,0,Healthy,284.3362,284.3362,-1.0265,0.0644,634.99,2.2332,1.1534,16169415.98,5.0,12.7238,0.979269,0.012567,0.007138,0.5811,1.53802,-0.647344,75.021,-0.8471,0.9035
23400,L0_S2,0,Healthy,176.4236,176.4236,-0.9456,0.1236,417.18,2.3646,1.1601,6225057.52,5.0,15.7549,0.958545,0.023459,0.017737,0.7168,1.21678,-0.341546,66.5608,-0.6872,0.7858
23500,L0_S2,0,Healthy,114.7246,114.7246,-1.011,-0.0031,244.63,2.1323,1.1701,2632348.62,5.0,18.2326,0.911212,0.042685,0.043623,0.9919,0.878316,-0.030952,57.923,-0.4997,0.6216
23600,L0_S2,0,Healthy,79.3657,79.3657,-0.2668,-0.1599,222.91,2.8086,1.2251,1259782.38,5.0,19.3356,0.806318,0.105939,0.085788,1.7903,0.700498,0.074312,51.0103,-0.3829,0.4045
23700,L0_S2,0,Healthy,53.3284,53.3284,-0.2398,0.0921,172.94,3.2429,1.2293,568783.28,5.0,21.8679,0.608153,0.190418,0.200111,2.6612,0.472872,0.126882,44.0048,-0.2471,0.1455
23800,L0_S2,0,Healthy,44.4033,44.4033,-0.311,0.085,144.67,3.2581,1.2058,394330.22,5.0,22.3391,0.446523,0.248789,0.291184,3.4305,0.307651,0.189271,40.1152,-0.1034,0.0874
23900,L0_S2,0,Healthy,38.1104,38.1104,-0.3366,0.0578,118.3251,3.1048,1.1979,290479.7954,5.0,23.5428,0.27268,0.319148,0.371801,3.8579,0.200456,0.148969,36.7222,0.0662,0.0932
24000,L0_S3,0,Healthy,33.328,33.328,-0.0842,-0.0103,94.0301,2.8214,1.2318,222151.7222,5.0,23.8889,0.222684,0.310673,0.437926,4.1627,0.126198,0.076294,32.9905,0.0588,0.0709
24100,L0_S3,0,Healthy,33.3682,33.3682,-0.4125,-0.029,85.35,2.5578,1.2245,222687.5,6.0,23.9982,0.225478,0.294996,0.450133,4.1406,0.096419,0.054524,33.117,0.0675,0.0389
24200,L0_S3,0,Healthy,33.9124,33.9124,0.0135,-0.0076,114.83,3.3861,1.2439,230010.22,46.5,25.4487,0.189862,0.312736,0.486987,4.2174,-0.031946,0.123013,33.3716,0.2322,-0.061
24300,L0_S3,0,Healthy,35.2339,35.2339,0.0863,-0.1459,114.5,3.2497,1.2736,248286.0,43.5,24.6472,0.171369,0.322762,0.495793,4.1392,-0.01716,0.200795,34.6161,0.1947,-0.1805
24400,L0_S3,0,Healthy,35.6918,35.6918,-0.3556,0.0149,88.39,2.4765,1.2569,254781.58,46.0,24.7206,0.127875,0.37981,0.483348,4.0752,0.000749,0.076589,35.7157,0.0126,-0.0869
24500,L0_S3,0,Healthy,35.5945,35.5945,-0.2371,0.1121,107.59,3.0227,1.2261,253394.38,46.5,24.5017,0.187201,0.309671,0.497273,4.0605,-0.003625,0.13448,35.0293,-0.0149,-0.0526
